sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,age_group
oui,master,region_parisienne,non,709,célibataire,,0.35,,555.26,19040.500677405915,60+
oui,bac+2,regions_industrielles,non,1714,marié,,0.09,,,500.0,18-29
non,master,regions_touristiques_services,oui,2075,veuf,,0.19,,997.41,500.0,18-29
oui,aucun,regions_tertiaires,non,3000,,,0.84,,5000.0,7477.073555735235,60+
non,bac,regions_touristiques_services,non,2968,veuf,,0.64,385.0,1464.35,2134.918650904049,18-29
non,bac+2,Provence-Alpes-Côte d’Azur,oui,4142,,5.0,0.04,450.0,561.0,11686.368750865196,18-29
non,bac+2,regions_touristiques_services,oui,3224,marié,,0.3,,10000.0,500.0,45-59
non,master,regions_tertiaires,oui,2027,divorcé,,0.9,,,10439.463682214197,30-44
oui,bac+2,regions_industrielles,non,3150,célibataire,4.0,0.61,,,500.0,18-29
non,bac+2,region_parisienne,oui,2480,,0.0,0.58,584.0,5000.0,15468.721379985676,30-44
oui,bac,regions_tertiaires,oui,2869,,0.0,0.91,,10000.0,500.0,30-44
non,master,regions_industrielles,non,4174,,5.0,0.32,,5000.0,20830.636004097378,60+
non,master,region_parisienne,non,2696,marié,0.0,0.76,,619.3,18032.997930267607,45-59
oui,bac+2,regions_touristiques_services,oui,3512,marié,1.0,0.63,,10000.0,500.0,30-44
non,aucun,regions_tertiaires,oui,4384,marié,,0.26,,5000.0,500.0,18-29
non,master,regions_industrielles,oui,4094,marié,1.0,0.96,422.0,,10152.632831132174,18-29
oui,aucun,region_parisienne,non,2743,,4.0,0.12,,10000.0,20470.270283209386,45-59
oui,bac,region_parisienne,oui,1688,marié,,0.01,,937.35,500.0,60+
oui,bac,regions_touristiques_services,non,2867,divorcé,2.0,0.23,,5000.0,21557.631054963626,60+
non,bac+2,regions_tertiaires,non,2340,célibataire,4.0,0.95,,784.59,15851.10313388327,30-44
oui,bac,regions_touristiques_services,oui,2630,veuf,,0.9,,746.44,500.0,30-44
oui,bac,regions_tertiaires,non,2826,célibataire,,0.77,536.0,10000.0,21426.123779908557,18-29
oui,doctorat,regions_touristiques_services,non,3343,célibataire,5.0,0.56,712.0,5000.0,22762.1917704371,60+
oui,doctorat,regions_touristiques_services,oui,2089,marié,,0.14,,,32726.64490927184,60+
non,bac+2,region_parisienne,non,1718,célibataire,1.0,0.93,604.0,10000.0,24019.529808341456,30-44
non,aucun,regions_tertiaires,non,1058,célibataire,1.0,0.94,,989.21,500.0,60+
oui,bac+2,regions_tertiaires,oui,4787,veuf,,0.9,,10000.0,500.0,60+
oui,master,Provence-Alpes-Côte d’Azur,oui,2125,célibataire,,0.58,343.0,718.31,19486.43444172945,18-29
non,bac,regions_industrielles,oui,1193,marié,0.0,0.15,,5000.0,500.0,60+
oui,master,regions_touristiques_services,non,1248,divorcé,0.0,0.34,504.0,402.19,17721.29297543405,30-44
oui,aucun,region_parisienne,non,4191,,,0.32,464.0,952.02,500.0,45-59
oui,bac,Provence-Alpes-Côte d’Azur,non,3883,divorcé,0.0,0.21,454.0,747.28,23325.338501823888,18-29
oui,master,regions_tertiaires,oui,3054,célibataire,,0.82,,1033.29,500.0,45-59
oui,bac,regions_touristiques_services,non,2219,,,0.36,608.0,821.45,10309.92306562366,45-59
non,aucun,regions_touristiques_services,oui,3802,célibataire,,0.82,,,500.0,60+
oui,bac+2,regions_tertiaires,oui,3963,célibataire,,0.78,727.0,5000.0,23553.074100197176,60+
non,aucun,regions_industrielles,oui,821,divorcé,,0.95,564.0,1189.81,500.0,30-44
non,aucun,Provence-Alpes-Côte d’Azur,non,2205,,1.0,0.16,,317.95,8120.4633303876335,60+
non,doctorat,region_parisienne,non,2474,,,0.42,434.0,5000.0,500.0,30-44
oui,doctorat,region_parisienne,oui,1285,,1.0,0.12,,5000.0,500.0,18-29
non,doctorat,region_parisienne,non,2433,célibataire,0.0,0.28,,,23930.493958673607,30-44
oui,bac+2,Provence-Alpes-Côte d’Azur,non,3119,marié,,0.92,759.0,10000.0,22945.025107320434,60+
oui,bac+2,regions_touristiques_services,oui,1835,divorcé,0.0,0.91,531.0,5000.0,500.0,30-44
non,bac,regions_tertiaires,non,1066,divorcé,3.0,0.27,319.0,10000.0,4183.406412898141,18-29
non,master,region_parisienne,non,2197,,,0.08,460.0,1246.17,20324.11888630817,18-29
non,master,region_parisienne,non,1537,divorcé,4.0,0.19,,,19758.871226550404,18-29
oui,doctorat,regions_tertiaires,oui,3902,veuf,,0.83,699.0,1042.61,500.0,60+
non,master,Provence-Alpes-Côte d’Azur,non,2828,veuf,,0.79,,10000.0,24661.52749083497,45-59
non,bac,regions_touristiques_services,oui,500,célibataire,,0.68,,,500.0,30-44
oui,doctorat,regions_touristiques_services,oui,4318,veuf,4.0,0.56,760.0,10000.0,17153.875972445985,45-59
oui,aucun,regions_touristiques_services,oui,2276,célibataire,5.0,0.7,780.0,633.67,500.0,60+
oui,doctorat,regions_tertiaires,oui,3757,veuf,,0.65,409.0,,28663.370907279943,30-44
oui,bac+2,regions_touristiques_services,non,1506,veuf,,0.8,455.0,1138.53,18053.81925743533,30-44
non,master,regions_industrielles,oui,1358,célibataire,,0.29,,,1936.7691870841425,60+
oui,master,regions_industrielles,non,3749,veuf,,0.66,,,4520.636290570551,18-29
non,bac,regions_tertiaires,oui,3243,divorcé,,0.44,637.0,947.13,2389.929132211358,30-44
oui,master,Provence-Alpes-Côte d’Azur,non,2220,célibataire,,0.53,551.0,,500.0,60+
oui,aucun,regions_tertiaires,non,500,divorcé,,0.08,,,500.0,30-44
non,aucun,regions_tertiaires,oui,3799,,4.0,0.75,,,500.0,18-29
oui,master,regions_tertiaires,oui,2618,célibataire,1.0,0.52,829.0,,500.0,45-59
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1252,,,0.94,,,33352.500584021866,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,non,3178,divorcé,,0.77,692.0,5000.0,47161.18467361485,45-59
oui,doctorat,regions_tertiaires,oui,3715,divorcé,,0.63,689.0,5000.0,30539.875874023797,30-44
oui,aucun,regions_touristiques_services,non,3122,,,0.61,,,16244.457336846015,45-59
non,master,regions_tertiaires,oui,3152,divorcé,,0.14,,,7061.878616769964,18-29
oui,aucun,Provence-Alpes-Côte d’Azur,oui,3528,divorcé,1.0,0.33,,5000.0,4385.913973233552,45-59
non,aucun,Provence-Alpes-Côte d’Azur,non,2029,célibataire,5.0,0.75,,,500.0,18-29
oui,bac+2,regions_tertiaires,oui,3965,célibataire,2.0,0.91,603.0,956.77,10938.41577489768,60+
oui,aucun,regions_touristiques_services,non,2543,,1.0,0.51,729.0,10000.0,7152.774224489252,60+
oui,bac,region_parisienne,oui,3617,veuf,0.0,0.91,697.0,5000.0,16472.646515827604,45-59
oui,bac,regions_tertiaires,oui,2890,marié,,0.99,,809.53,6675.714465733045,60+
non,master,Provence-Alpes-Côte d’Azur,non,3965,divorcé,1.0,0.19,,10000.0,26219.81125959639,30-44
oui,bac+2,regions_industrielles,oui,500,marié,,0.85,,,500.0,45-59
non,doctorat,regions_touristiques_services,oui,2497,marié,,0.6,560.0,10000.0,19399.797462970557,60+
oui,doctorat,regions_touristiques_services,oui,1697,marié,,0.18,750.0,5000.0,500.0,60+
non,master,regions_touristiques_services,oui,2475,marié,,0.82,442.0,662.98,1799.1729209503717,45-59
non,bac+2,regions_industrielles,non,3047,divorcé,,0.62,,970.77,23852.949774490346,30-44
non,bac+2,regions_touristiques_services,oui,3057,célibataire,,0.31,369.0,5000.0,500.0,60+
non,doctorat,regions_industrielles,non,1422,marié,,0.11,,687.91,500.0,30-44
non,bac,regions_industrielles,oui,3279,marié,,0.52,,1221.34,500.0,30-44
oui,doctorat,regions_touristiques_services,non,3636,divorcé,2.0,0.9,,,47358.491712869785,60+
non,master,regions_touristiques_services,oui,882,veuf,3.0,0.05,,,8977.41551107079,60+
oui,bac,Provence-Alpes-Côte d’Azur,non,2160,célibataire,2.0,0.4,,5000.0,13056.01425629857,60+
non,bac+2,regions_touristiques_services,oui,2181,marié,3.0,0.47,,1330.47,500.0,60+
non,bac+2,regions_touristiques_services,non,1464,veuf,4.0,0.73,515.0,714.1,500.0,30-44
oui,doctorat,region_parisienne,oui,2442,divorcé,2.0,0.39,,5000.0,6190.914612776286,18-29
non,doctorat,regions_touristiques_services,non,2300,,1.0,0.3,332.0,5000.0,16953.531578012247,30-44
oui,aucun,regions_tertiaires,oui,1569,divorcé,,1.0,448.0,10000.0,500.0,30-44
oui,aucun,region_parisienne,oui,500,marié,,0.18,,5000.0,4555.734414673954,18-29
non,master,region_parisienne,non,812,,3.0,0.3,,,21451.13799365545,60+
non,aucun,regions_touristiques_services,non,4370,marié,,0.82,,10000.0,500.0,60+
oui,doctorat,region_parisienne,non,2840,veuf,,0.6,770.0,10000.0,22375.08357037309,18-29
non,master,regions_touristiques_services,non,3352,marié,1.0,0.72,821.0,5000.0,15555.765011897262,60+
oui,master,region_parisienne,non,3260,veuf,,0.97,769.0,10000.0,15978.347542555131,60+
non,doctorat,regions_tertiaires,non,4292,divorcé,,0.64,543.0,,28725.232684272,30-44
oui,bac,regions_touristiques_services,oui,2416,veuf,5.0,0.09,337.0,10000.0,500.0,60+
oui,aucun,Provence-Alpes-Côte d’Azur,non,500,célibataire,5.0,0.61,,10000.0,3288.69417620121,30-44
oui,doctorat,regions_tertiaires,non,3070,veuf,,0.58,643.0,5000.0,33441.52830376546,18-29
oui,master,region_parisienne,oui,3345,marié,,0.81,,5000.0,4694.595827220872,60+
oui,bac+2,regions_industrielles,oui,3585,marié,,0.47,526.0,477.1,500.0,30-44
non,master,regions_touristiques_services,oui,2042,,0.0,0.74,551.0,5000.0,500.0,18-29
oui,doctorat,regions_industrielles,non,1972,marié,,0.8,808.0,5000.0,1743.629121639761,30-44
non,bac,regions_tertiaires,non,1740,marié,0.0,0.0,732.0,,15012.91300698009,45-59
oui,aucun,regions_tertiaires,non,3794,veuf,,0.37,,10000.0,15290.215028380671,18-29
oui,aucun,regions_touristiques_services,oui,4190,célibataire,2.0,0.83,685.0,726.15,6754.859177132382,30-44
non,bac,region_parisienne,oui,2246,,2.0,0.93,,692.92,500.0,18-29
oui,doctorat,region_parisienne,oui,2820,divorcé,4.0,0.42,671.0,488.33,35117.9264521864,18-29
non,aucun,regions_touristiques_services,oui,1374,veuf,4.0,0.25,664.0,,500.0,18-29
oui,master,regions_touristiques_services,oui,3635,,1.0,0.2,,5000.0,500.0,30-44
non,doctorat,regions_touristiques_services,non,2682,,4.0,0.45,,5000.0,500.0,30-44
oui,bac+2,regions_touristiques_services,oui,5036,marié,,0.96,,,9432.87135272341,30-44
oui,bac,regions_industrielles,oui,2357,veuf,,0.29,589.0,5000.0,500.0,60+
oui,aucun,regions_industrielles,non,1382,veuf,0.0,0.65,386.0,5000.0,500.0,30-44
non,aucun,regions_touristiques_services,oui,1205,divorcé,2.0,0.38,,978.75,500.0,60+
non,aucun,Provence-Alpes-Côte d’Azur,oui,588,célibataire,5.0,0.63,492.0,10000.0,500.0,30-44
oui,doctorat,regions_touristiques_services,non,2878,veuf,5.0,0.33,696.0,5000.0,11044.95368508808,30-44
non,doctorat,regions_touristiques_services,non,2336,,,0.89,,,5305.4114788708885,30-44
oui,bac+2,regions_touristiques_services,non,2277,,,0.91,,,4903.344081853641,30-44
oui,doctorat,regions_industrielles,non,3539,célibataire,,0.87,,10000.0,7808.996625173976,60+
non,bac+2,regions_touristiques_services,non,4479,veuf,,0.73,,5000.0,6793.042991763258,30-44
non,bac+2,region_parisienne,oui,1409,marié,4.0,0.64,314.0,928.24,2662.921569604866,30-44
oui,aucun,regions_tertiaires,non,500,célibataire,,0.43,,1365.81,500.0,18-29
oui,aucun,Provence-Alpes-Côte d’Azur,oui,2830,célibataire,,0.04,660.0,10000.0,7221.61549298505,60+
non,aucun,regions_industrielles,non,2597,veuf,,0.03,,5000.0,500.0,60+
non,aucun,region_parisienne,non,1390,marié,,0.36,627.0,5000.0,500.0,45-59
oui,bac,regions_touristiques_services,non,1457,divorcé,,0.56,609.0,5000.0,7667.811763741534,30-44
oui,master,region_parisienne,non,1160,veuf,4.0,0.47,321.0,10000.0,30935.83509952232,45-59
oui,bac,regions_tertiaires,non,3056,célibataire,,0.61,,923.17,1618.916947161744,30-44
oui,aucun,Provence-Alpes-Côte d’Azur,non,4230,divorcé,,0.38,410.0,,500.0,18-29
non,master,regions_touristiques_services,non,1884,,,0.88,363.0,10000.0,500.0,18-29
oui,master,regions_touristiques_services,oui,3894,divorcé,,0.97,322.0,,500.0,30-44
non,master,Provence-Alpes-Côte d’Azur,oui,2234,célibataire,3.0,0.59,,,500.0,60+
non,doctorat,regions_tertiaires,non,3438,divorcé,,0.56,,10000.0,500.0,45-59
oui,bac+2,regions_touristiques_services,oui,500,divorcé,1.0,0.54,774.0,1148.73,500.0,45-59
non,aucun,regions_touristiques_services,oui,2405,célibataire,,0.5,,,500.0,45-59
oui,master,regions_touristiques_services,oui,4114,veuf,,0.96,,,500.0,45-59
non,bac,regions_touristiques_services,oui,2304,marié,3.0,0.75,822.0,10000.0,7676.124755281674,60+
oui,bac,regions_tertiaires,non,4269,marié,,0.19,527.0,,24766.39362476903,30-44
oui,bac+2,regions_tertiaires,non,3142,divorcé,,0.6,717.0,10000.0,34025.09537342137,30-44
non,master,regions_touristiques_services,non,2637,célibataire,0.0,0.32,,,20648.259670229618,30-44
non,aucun,regions_tertiaires,oui,2554,célibataire,,0.25,624.0,5000.0,1847.097352476328,30-44
non,master,regions_tertiaires,non,3058,,,0.39,396.0,,500.0,45-59
oui,master,regions_touristiques_services,non,3347,veuf,,0.37,,375.51,4858.074830010861,45-59
non,master,Provence-Alpes-Côte d’Azur,non,2823,marié,,0.33,,698.78,37237.04884050561,45-59
oui,bac+2,regions_touristiques_services,non,3229,divorcé,,0.36,664.0,10000.0,38976.65634804536,18-29
non,bac+2,regions_touristiques_services,non,2099,divorcé,,0.99,,10000.0,1140.4109620995866,45-59
oui,aucun,regions_touristiques_services,oui,3168,marié,1.0,0.81,592.0,678.01,500.0,30-44
non,doctorat,regions_touristiques_services,non,598,,5.0,0.58,658.0,767.58,7982.306717983974,30-44
non,master,regions_tertiaires,oui,4524,veuf,4.0,0.54,,10000.0,14466.452497390945,60+
oui,master,regions_touristiques_services,oui,2209,,,0.9,,,500.0,30-44
non,bac+2,regions_tertiaires,oui,2523,marié,4.0,0.48,,5000.0,500.0,45-59
non,aucun,region_parisienne,oui,2573,,,0.37,494.0,1013.26,13391.29251796894,60+
oui,doctorat,regions_tertiaires,non,3357,veuf,,0.96,,,22454.46031741956,60+
oui,doctorat,regions_touristiques_services,non,1410,,,0.11,417.0,1010.84,26295.715143453537,18-29
oui,bac+2,regions_tertiaires,non,885,divorcé,3.0,0.69,,798.82,500.0,60+
oui,aucun,regions_tertiaires,oui,2249,célibataire,3.0,0.98,587.0,,6193.533057613117,30-44
non,master,regions_touristiques_services,oui,1259,divorcé,,0.4,590.0,,500.0,60+
oui,doctorat,regions_touristiques_services,oui,1854,divorcé,2.0,0.22,792.0,5000.0,23604.232805859625,60+
oui,bac,region_parisienne,oui,4451,marié,,0.06,,,25394.100857164816,60+
non,bac,regions_touristiques_services,oui,3623,divorcé,,0.35,651.0,,500.0,18-29
non,doctorat,regions_tertiaires,oui,2533,veuf,0.0,0.31,,,12218.73250146555,60+
oui,aucun,regions_tertiaires,non,3259,marié,,0.73,,,500.0,45-59
non,bac,regions_touristiques_services,non,1216,divorcé,,0.1,436.0,638.5,500.0,45-59
oui,aucun,regions_touristiques_services,non,1163,marié,,0.44,,,19927.734372517098,60+
non,doctorat,regions_touristiques_services,oui,2949,veuf,1.0,0.77,749.0,10000.0,19005.88748952982,30-44
oui,doctorat,regions_touristiques_services,non,3346,divorcé,4.0,0.28,357.0,1032.88,26062.06378566044,18-29
non,bac+2,regions_touristiques_services,oui,2607,célibataire,5.0,0.92,442.0,,500.0,60+
oui,bac,regions_touristiques_services,non,500,,1.0,0.83,563.0,681.46,3777.707751829632,60+
oui,bac+2,regions_tertiaires,non,2903,veuf,,0.06,,5000.0,18471.820285212307,60+
non,bac+2,regions_touristiques_services,non,2026,célibataire,,0.85,756.0,806.86,1254.4791356165265,30-44
non,bac,regions_touristiques_services,oui,3547,célibataire,2.0,0.51,,,500.0,18-29
non,aucun,regions_touristiques_services,non,3524,marié,1.0,0.14,,1038.48,500.0,18-29
non,bac+2,regions_touristiques_services,oui,4882,veuf,3.0,0.34,529.0,5000.0,21173.131971712315,60+
non,bac,regions_touristiques_services,non,3374,veuf,3.0,0.54,454.0,633.52,18341.961282111577,45-59
oui,aucun,regions_touristiques_services,oui,3632,veuf,,0.93,,,500.0,60+
oui,doctorat,regions_industrielles,non,2523,divorcé,0.0,0.91,,5000.0,500.0,45-59
non,doctorat,regions_tertiaires,non,2332,divorcé,,0.55,,10000.0,34251.4638459909,18-29
non,bac+2,regions_tertiaires,non,2686,marié,,0.22,,,14498.408189582598,30-44
non,doctorat,regions_tertiaires,non,3765,divorcé,4.0,0.25,393.0,354.67,2724.3636103651797,30-44
oui,doctorat,regions_touristiques_services,non,2995,veuf,5.0,0.05,373.0,471.61,23428.452679391117,30-44
oui,aucun,regions_industrielles,oui,2444,,3.0,0.42,442.0,,500.0,30-44
oui,doctorat,regions_touristiques_services,non,1932,,2.0,0.06,777.0,5000.0,23055.217448186253,45-59
non,bac,regions_tertiaires,non,3611,célibataire,,0.28,,,8879.650901689532,30-44
oui,bac+2,regions_touristiques_services,non,5166,marié,3.0,0.38,,5000.0,23133.60284190722,45-59
oui,bac,regions_industrielles,oui,3591,divorcé,,0.98,541.0,,11911.106330765071,30-44
oui,aucun,regions_touristiques_services,oui,1980,célibataire,,0.16,,,500.0,30-44
oui,aucun,regions_industrielles,non,2592,marié,,0.39,301.0,5000.0,500.0,60+
non,aucun,regions_tertiaires,non,2676,célibataire,,0.11,,5000.0,5063.042378361883,45-59
oui,bac+2,regions_touristiques_services,oui,2348,veuf,,0.29,,10000.0,8976.937550996681,45-59
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3137,,4.0,0.98,649.0,401.23,23568.673763726696,60+
non,aucun,regions_tertiaires,non,1692,divorcé,5.0,0.76,758.0,1046.9,10195.35369115418,30-44
oui,bac,regions_industrielles,non,820,veuf,5.0,0.11,,5000.0,15338.099370142098,45-59
oui,bac+2,regions_tertiaires,non,3995,marié,,0.94,,10000.0,11880.587724403733,60+
oui,bac,regions_tertiaires,oui,1522,,,0.29,314.0,,500.0,30-44
non,bac,regions_industrielles,oui,3062,marié,,0.2,,5000.0,500.0,30-44
non,bac+2,regions_tertiaires,oui,500,,2.0,0.6,,826.08,500.0,60+
non,bac+2,regions_touristiques_services,non,2727,divorcé,0.0,0.24,,240.32,17804.14095247581,18-29
non,bac,Provence-Alpes-Côte d’Azur,oui,2346,veuf,,0.08,,,4965.216428687579,30-44
non,master,regions_tertiaires,oui,3073,célibataire,,0.27,,5000.0,18519.312195103008,30-44
oui,aucun,region_parisienne,non,1473,veuf,5.0,0.02,775.0,5000.0,19730.30270439602,18-29
oui,doctorat,regions_tertiaires,oui,3036,,,0.58,,,28909.07243693096,30-44
non,bac,regions_tertiaires,non,1822,,,0.37,,10000.0,500.0,60+
oui,master,regions_tertiaires,oui,2367,veuf,,0.91,,876.78,11566.720771364642,60+
non,bac+2,regions_industrielles,non,1869,marié,0.0,0.16,347.0,5000.0,500.0,45-59
non,bac,region_parisienne,oui,3675,célibataire,,0.48,486.0,10000.0,500.0,30-44
oui,bac,regions_industrielles,non,2309,marié,,0.13,,5000.0,7932.349340047482,60+
non,aucun,regions_touristiques_services,non,3517,,2.0,0.34,,945.66,6540.562112835113,60+
non,bac+2,regions_tertiaires,oui,949,veuf,,0.47,530.0,10000.0,500.0,30-44
oui,aucun,regions_tertiaires,oui,2826,veuf,,0.86,,10000.0,1506.0055268628669,60+
oui,bac,regions_tertiaires,oui,3248,marié,3.0,0.2,393.0,5000.0,500.0,18-29
oui,doctorat,Provence-Alpes-Côte d’Azur,non,3964,marié,,0.66,572.0,10000.0,25624.297927761687,45-59
oui,master,regions_tertiaires,oui,1895,,,0.56,,1065.42,12336.53528615578,18-29
oui,aucun,regions_tertiaires,oui,500,célibataire,0.0,0.66,,,500.0,60+
non,bac+2,regions_industrielles,oui,5067,marié,4.0,0.5,309.0,623.03,500.0,60+
oui,bac+2,regions_touristiques_services,oui,2303,veuf,0.0,0.69,,10000.0,500.0,60+
oui,bac,Provence-Alpes-Côte d’Azur,non,627,,2.0,0.06,331.0,575.3,3492.8965509027084,60+
oui,doctorat,regions_touristiques_services,oui,2635,,0.0,0.67,694.0,5000.0,20234.700501836604,45-59
oui,master,regions_touristiques_services,non,3174,,1.0,0.72,404.0,10000.0,26107.51590033502,18-29
non,doctorat,regions_touristiques_services,oui,3452,veuf,,1.0,,5000.0,500.0,45-59
non,doctorat,Provence-Alpes-Côte d’Azur,oui,1485,veuf,,0.65,,10000.0,500.0,18-29
oui,doctorat,region_parisienne,oui,2276,,,0.44,,5000.0,21152.86192483385,18-29
oui,bac,regions_tertiaires,oui,2874,marié,1.0,0.26,381.0,,500.0,60+
oui,aucun,region_parisienne,oui,4250,célibataire,,0.16,,,3657.856153392172,30-44
non,bac,regions_touristiques_services,non,4117,célibataire,,0.65,737.0,5000.0,500.0,45-59
non,bac,regions_touristiques_services,non,5418,veuf,3.0,0.56,,10000.0,500.0,60+
oui,bac+2,regions_tertiaires,non,3649,célibataire,5.0,0.02,710.0,5000.0,10392.343107506122,45-59
oui,master,regions_touristiques_services,oui,2344,divorcé,1.0,0.54,716.0,5000.0,500.0,18-29
oui,bac+2,Provence-Alpes-Côte d’Azur,non,4462,célibataire,0.0,0.05,,,34864.54582037728,60+
non,master,regions_touristiques_services,non,1801,célibataire,,0.57,531.0,5000.0,500.0,60+
oui,bac+2,regions_tertiaires,non,832,marié,,0.4,,10000.0,18774.77922395446,60+
oui,master,regions_tertiaires,non,3337,divorcé,,0.54,,10000.0,41276.19001957804,18-29
non,bac,regions_industrielles,oui,3392,,5.0,0.03,412.0,5000.0,500.0,60+
oui,master,regions_touristiques_services,oui,2678,divorcé,2.0,0.81,,,500.0,45-59
non,bac,regions_industrielles,non,2498,marié,3.0,0.9,,,500.0,60+
oui,doctorat,regions_touristiques_services,oui,3121,divorcé,,0.77,734.0,10000.0,500.0,30-44
non,master,regions_industrielles,non,2763,,4.0,0.9,836.0,,500.0,45-59
oui,aucun,regions_touristiques_services,non,2091,divorcé,3.0,0.09,,,500.0,18-29
non,master,regions_tertiaires,non,500,célibataire,,0.54,,829.45,7533.546825284192,60+
oui,master,regions_industrielles,oui,1424,divorcé,,0.92,,10000.0,500.0,60+
oui,doctorat,regions_touristiques_services,oui,2829,veuf,4.0,0.19,,5000.0,24156.07663617894,45-59
oui,aucun,regions_touristiques_services,non,1168,marié,,0.68,,10000.0,500.0,45-59
oui,bac,region_parisienne,non,500,,5.0,0.96,,5000.0,12880.28442840676,45-59
non,bac,regions_tertiaires,non,2109,divorcé,3.0,0.85,420.0,,500.0,30-44
oui,bac+2,regions_touristiques_services,oui,3143,célibataire,,0.48,,,16787.149367299113,60+
non,bac+2,regions_touristiques_services,non,2856,,4.0,0.06,715.0,,13537.226653486512,18-29
oui,master,regions_touristiques_services,non,2330,divorcé,3.0,0.01,,10000.0,5139.944002422777,18-29
non,bac,Provence-Alpes-Côte d’Azur,oui,2632,marié,,0.2,615.0,5000.0,10742.08668165976,60+
non,aucun,regions_industrielles,oui,1646,marié,5.0,0.01,,5000.0,500.0,60+
oui,bac,regions_industrielles,oui,2819,célibataire,0.0,0.69,,939.77,4903.107218766983,30-44
oui,bac+2,regions_touristiques_services,non,1172,marié,1.0,0.75,458.0,10000.0,4347.087192331062,30-44
oui,aucun,regions_touristiques_services,non,3433,divorcé,3.0,0.23,434.0,,500.0,45-59
oui,doctorat,regions_touristiques_services,oui,2930,divorcé,2.0,0.71,521.0,5000.0,16362.08140437725,60+
non,bac+2,region_parisienne,non,500,célibataire,3.0,0.59,,,500.0,60+
non,master,regions_touristiques_services,oui,1839,célibataire,5.0,0.71,,,8363.069812379106,45-59
non,master,regions_industrielles,oui,3414,,,0.93,746.0,,8268.237558582412,30-44
non,master,regions_tertiaires,oui,3503,célibataire,5.0,0.4,373.0,835.55,500.0,18-29
oui,bac,regions_tertiaires,oui,1961,,5.0,0.91,,10000.0,500.0,45-59
oui,bac+2,regions_industrielles,oui,3059,,,0.32,769.0,5000.0,14094.30081760922,30-44
oui,bac,regions_touristiques_services,non,1838,veuf,,0.71,,,12327.103312473731,18-29
non,doctorat,Provence-Alpes-Côte d’Azur,oui,607,célibataire,,0.77,,,500.0,45-59
non,doctorat,regions_touristiques_services,oui,3539,célibataire,,0.66,839.0,,16486.630528664326,30-44
oui,master,regions_touristiques_services,oui,3823,célibataire,,0.49,504.0,5000.0,500.0,30-44
non,bac+2,regions_touristiques_services,oui,2039,divorcé,,0.99,,5000.0,10940.033527908712,18-29
non,bac,regions_touristiques_services,non,3254,divorcé,0.0,0.43,,,500.0,45-59
non,master,Provence-Alpes-Côte d’Azur,oui,3095,veuf,,0.51,480.0,,15956.415381253795,18-29
non,bac,regions_touristiques_services,non,3637,,,0.78,714.0,5000.0,500.0,30-44
non,bac+2,region_parisienne,oui,2362,divorcé,0.0,0.99,,10000.0,16700.76628033377,45-59
non,bac,regions_touristiques_services,oui,1279,veuf,3.0,0.14,446.0,625.03,500.0,30-44
non,doctorat,region_parisienne,non,2601,marié,,0.55,,,23011.86294145387,60+
oui,doctorat,region_parisienne,non,2466,marié,,0.3,,10000.0,40654.402745121486,18-29
oui,bac+2,region_parisienne,oui,2206,veuf,,0.35,374.0,10000.0,17017.89448731642,45-59
non,master,regions_touristiques_services,oui,3421,célibataire,5.0,0.18,,5000.0,10841.692499506436,30-44
non,doctorat,regions_industrielles,non,2619,,,0.13,,1015.11,5197.820123101617,30-44
non,master,regions_industrielles,oui,1935,veuf,,0.8,,,4442.78545543748,18-29
non,bac+2,regions_touristiques_services,non,1167,célibataire,1.0,0.61,391.0,10000.0,500.0,45-59
non,bac,regions_touristiques_services,non,831,célibataire,,0.66,670.0,10000.0,500.0,45-59
non,aucun,regions_tertiaires,non,3817,marié,4.0,0.63,540.0,10000.0,11363.917069634696,30-44
oui,master,regions_tertiaires,oui,2364,,2.0,0.45,,5000.0,19324.86083354619,45-59
non,doctorat,regions_tertiaires,non,1571,marié,,0.76,,5000.0,17512.77847105645,60+
oui,bac,Provence-Alpes-Côte d’Azur,oui,3928,marié,5.0,0.89,706.0,5000.0,18882.798050504884,30-44
oui,master,regions_touristiques_services,oui,1527,divorcé,5.0,0.26,,,500.0,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2563,divorcé,,0.5,503.0,,500.0,45-59
non,doctorat,regions_tertiaires,oui,2273,veuf,,0.4,,785.97,500.0,18-29
oui,master,Provence-Alpes-Côte d’Azur,oui,2357,,1.0,0.78,,,20931.30685439814,60+
oui,aucun,region_parisienne,non,2401,marié,,0.11,400.0,1205.8,500.0,30-44
oui,bac+2,regions_industrielles,non,3883,marié,,0.45,,,18309.68450374269,18-29
oui,doctorat,region_parisienne,non,1750,,3.0,0.82,,855.48,25850.979979764164,60+
non,bac+2,regions_touristiques_services,oui,4228,,4.0,0.84,,5000.0,14071.112177650724,60+
oui,aucun,regions_touristiques_services,oui,2963,veuf,0.0,0.31,438.0,5000.0,500.0,60+
non,doctorat,regions_tertiaires,non,2706,,3.0,0.39,,5000.0,26809.32041261296,18-29
non,bac+2,region_parisienne,non,1297,veuf,5.0,0.97,,5000.0,500.0,30-44
