,age,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
5428,25,oui,master,Île-de-France,non,2146,célibataire,0.45,5175.89104031576,28866.770683524708
5429,51,non,master,Auvergne-Rhône-Alpes,non,500,célibataire,0.29,1064.61,20944.42018948653
5430,72,non,master,Hauts-de-France,oui,1766,marié,0.0,5000.0,500.0
5431,33,non,aucun,Provence-Alpes-Côte d’Azur,non,4210,célibataire,0.28,5000.0,8211.053673623343
5432,40,non,bac,Bretagne,oui,1253,marié,0.9,926.97,500.0
5433,27,non,doctorat,Occitanie,non,1228,veuf,0.15,5000.0,8646.273398883648
5434,46,non,bac,Bretagne,oui,729,célibataire,0.13,5000.0,500.0
5435,55,non,master,Provence-Alpes-Côte d’Azur,oui,2501,marié,0.9,10000.0,10984.65059846852
5436,67,non,master,Normandie,oui,2855,divorcé,0.16,5000.0,4359.64553403087
5437,38,oui,bac,Provence-Alpes-Côte d’Azur,non,951,veuf,0.75,5175.89104031576,7460.222932138988
5438,54,oui,doctorat,Auvergne-Rhône-Alpes,oui,3385,célibataire,0.62,1289.53,26351.2216850178
5439,71,oui,doctorat,Hauts-de-France,oui,4090,veuf,0.43,5175.89104031576,16293.3737418524
5440,53,non,bac,Île-de-France,oui,1591,marié,0.76,5175.89104031576,500.0
5441,54,non,doctorat,Hauts-de-France,oui,665,marié,0.52,496.96,500.0
5442,55,non,doctorat,Hauts-de-France,oui,4283,veuf,0.39,10000.0,20718.920188420325
5443,51,non,bac+2,Hauts-de-France,non,1979,divorcé,0.61,536.04,500.0
5444,63,non,master,Normandie,non,1497,marié,0.13,593.73,19184.122591464125
5445,59,non,bac,Hauts-de-France,oui,1481,veuf,0.42,5175.89104031576,500.0
5446,38,non,bac,Île-de-France,non,1900,célibataire,0.53,10000.0,11772.799305081704
5447,43,oui,bac,Auvergne-Rhône-Alpes,oui,1677,marié,0.85,5175.89104031576,500.0
5448,73,non,doctorat,Corse,non,1364,célibataire,0.15,10000.0,500.0
5449,46,non,bac+2,Hauts-de-France,non,2472,marié,0.53,1057.65,500.0
5450,52,non,doctorat,Bretagne,oui,1603,marié,0.39,5175.89104031576,10321.12867438911
5451,38,oui,bac,Île-de-France,oui,1848,célibataire,0.99,10000.0,4762.554313167681
5452,50,non,bac,Corse,non,2963,divorcé,0.2,5175.89104031576,500.0
5453,38,oui,master,Normandie,non,1022,veuf,0.25,5000.0,500.0
5454,48,non,bac+2,Auvergne-Rhône-Alpes,oui,2341,marié,0.21,5175.89104031576,1239.2239094890654
5455,23,non,doctorat,Occitanie,oui,1637,divorcé,0.29,5000.0,18234.087159764706
5456,44,non,bac,Auvergne-Rhône-Alpes,oui,3088,célibataire,0.39,5000.0,500.0
5457,68,oui,bac,Occitanie,oui,2383,divorcé,0.27,10000.0,500.0
5458,46,non,bac+2,Île-de-France,oui,2240,divorcé,0.38,5000.0,500.0
5459,62,oui,doctorat,Corse,oui,540,marié,0.43,1104.94,1039.9339819451382
5460,22,non,bac+2,Bretagne,non,1252,marié,0.15,10000.0,20810.72186300894
5461,22,oui,aucun,Normandie,oui,2341,veuf,0.41,10000.0,500.0
5462,24,oui,bac,Hauts-de-France,oui,3624,marié,0.59,5175.89104031576,500.0
5463,31,oui,master,Occitanie,non,2991,marié,0.56,741.64,35324.41059405857
5464,28,non,bac,Provence-Alpes-Côte d’Azur,non,2138,marié,0.42,5000.0,9348.235706928515
5465,20,oui,bac,Corse,non,2025,marié,0.05,497.74,500.0
5466,74,non,bac+2,Corse,non,1749,célibataire,0.6,5175.89104031576,2043.5333763316853
5467,67,non,aucun,Normandie,oui,2883,célibataire,0.12,5175.89104031576,500.0
5468,41,oui,bac+2,Corse,non,4403,célibataire,0.83,10000.0,24102.562178675496
5469,32,oui,doctorat,Auvergne-Rhône-Alpes,oui,2244,marié,0.35,1037.24,500.0
5470,44,oui,bac,Auvergne-Rhône-Alpes,non,3796,marié,0.47,5000.0,31449.919874062693
5471,64,non,master,Normandie,oui,1674,veuf,0.2,568.01,2318.801619269081
5472,61,oui,bac,Provence-Alpes-Côte d’Azur,oui,2703,célibataire,0.14,5175.89104031576,15318.216047402344
5473,41,non,doctorat,Provence-Alpes-Côte d’Azur,oui,1274,marié,0.97,578.78,3279.3898971329018
5474,59,non,master,Provence-Alpes-Côte d’Azur,oui,3526,marié,0.08,5000.0,500.0
5475,64,oui,doctorat,Occitanie,non,5021,célibataire,0.93,10000.0,44318.76029882071
5476,66,oui,bac+2,Île-de-France,oui,500,marié,0.49,5000.0,500.0
5477,46,non,doctorat,Normandie,oui,1469,célibataire,0.43,5175.89104031576,7158.115433295724
5478,61,oui,bac+2,Normandie,oui,1954,divorcé,0.04,5175.89104031576,500.0
5479,61,non,bac+2,Occitanie,non,501,marié,0.82,10000.0,11708.019989648128
5480,62,oui,bac,Provence-Alpes-Côte d’Azur,oui,500,marié,0.49,5000.0,500.0
5481,57,oui,aucun,Corse,oui,3512,célibataire,0.59,5175.89104031576,500.0
5482,56,oui,aucun,Normandie,non,2264,célibataire,0.67,5175.89104031576,2823.952847574172
5483,42,oui,aucun,Corse,oui,2996,marié,0.21,632.25,1464.9488789627408
5484,53,non,aucun,Corse,oui,2323,célibataire,0.69,5175.89104031576,500.0
5485,49,oui,doctorat,Occitanie,oui,3051,marié,0.54,5000.0,29170.63948049445
5486,49,oui,master,Corse,oui,5122,veuf,0.97,5000.0,3886.366402404397
5487,53,non,bac+2,Bretagne,non,1110,célibataire,0.24,5175.89104031576,8418.438728895233
5488,27,non,bac,Bretagne,non,3103,célibataire,0.47,5175.89104031576,500.0
5489,40,oui,bac+2,Auvergne-Rhône-Alpes,oui,500,célibataire,0.31,10000.0,500.0
5490,74,non,doctorat,Normandie,oui,2269,célibataire,0.59,1036.97,500.0
5491,63,non,master,Provence-Alpes-Côte d’Azur,non,1609,marié,0.14,5175.89104031576,20245.6528981206
5492,55,non,master,Hauts-de-France,oui,2420,célibataire,0.97,10000.0,500.0
5493,42,oui,doctorat,Provence-Alpes-Côte d’Azur,non,3359,divorcé,0.36,10000.0,16655.16133744293
5494,38,non,master,Occitanie,non,2345,célibataire,0.89,494.47,14851.425338008568
5495,65,oui,doctorat,Provence-Alpes-Côte d’Azur,non,1607,divorcé,0.25,5000.0,25892.265333001284
5496,37,oui,master,Occitanie,non,530,célibataire,0.27,10000.0,506.1000696557594
5497,67,non,master,Auvergne-Rhône-Alpes,oui,4781,divorcé,0.8,10000.0,15607.164153245729
5498,18,oui,doctorat,Occitanie,oui,1794,veuf,0.07,10000.0,500.0
5499,46,oui,bac+2,Île-de-France,non,3868,divorcé,0.89,5000.0,24568.552873353263
5500,18,non,bac,Bretagne,non,3546,célibataire,0.65,5175.89104031576,18072.25363580136
5501,49,non,master,Île-de-France,oui,1599,veuf,0.82,687.31,5006.963646439597
5502,43,oui,doctorat,Hauts-de-France,oui,1951,marié,0.24,5175.89104031576,20157.827863254694
5503,21,oui,master,Bretagne,non,2059,marié,0.1,5000.0,3308.9064396020794
5504,33,non,aucun,Hauts-de-France,non,3714,marié,0.61,739.09,500.0
5505,20,oui,bac+2,Occitanie,oui,520,veuf,0.78,10000.0,500.0
5506,48,non,bac+2,Occitanie,oui,2259,veuf,0.32,5175.89104031576,9086.899341730352
5507,54,oui,doctorat,Auvergne-Rhône-Alpes,non,4291,marié,0.91,5000.0,33001.40029680384
5508,42,non,master,Corse,oui,5458,marié,0.74,1114.15,15442.104883091608
5509,23,oui,aucun,Corse,non,1792,veuf,0.5,5000.0,6195.706758033911
5510,51,non,aucun,Hauts-de-France,non,1280,veuf,0.93,743.81,500.0
5511,61,non,doctorat,Normandie,oui,1077,marié,0.41,10000.0,4199.379275131533
5512,75,oui,aucun,Bretagne,non,1970,marié,0.23,5175.89104031576,12896.651563774962
5513,38,oui,bac,Corse,non,2199,divorcé,0.52,5000.0,7622.533229372277
5514,23,oui,master,Provence-Alpes-Côte d’Azur,oui,655,célibataire,0.93,5000.0,500.0
5515,36,non,aucun,Hauts-de-France,oui,2570,veuf,0.26,10000.0,500.0
5516,53,non,master,Hauts-de-France,oui,3113,divorcé,0.99,5175.89104031576,3080.492487464247
5517,36,oui,aucun,Provence-Alpes-Côte d’Azur,oui,3207,célibataire,0.96,1450.28,500.0
5518,71,oui,bac,Auvergne-Rhône-Alpes,oui,2108,marié,0.05,445.2,12792.782307631507
5519,58,non,aucun,Corse,non,2327,célibataire,0.95,10000.0,500.0
5520,36,non,doctorat,Île-de-France,non,2187,célibataire,0.54,5175.89104031576,6896.914538451551
5521,46,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,4478,marié,0.42,5175.89104031576,28004.97873605136
5522,66,oui,master,Occitanie,non,1465,veuf,0.42,593.75,23779.54164622753
5523,23,oui,doctorat,Provence-Alpes-Côte d’Azur,non,2008,veuf,0.34,5000.0,41186.912958780806
5524,25,non,master,Corse,non,500,marié,0.94,774.52,500.0
5525,25,non,aucun,Hauts-de-France,oui,3528,célibataire,0.49,5000.0,1435.4474349906754
5526,26,non,doctorat,Auvergne-Rhône-Alpes,oui,4044,veuf,0.57,5000.0,20244.96496449784
5527,23,non,aucun,Corse,oui,2951,marié,0.99,5000.0,500.0
5528,23,oui,bac+2,Occitanie,non,500,célibataire,0.17,10000.0,500.0
5529,66,non,bac,Île-de-France,oui,1491,célibataire,0.65,10000.0,500.0
5530,69,non,bac,Corse,non,1810,divorcé,0.91,5175.89104031576,500.0
5531,28,oui,doctorat,Normandie,non,1950,marié,0.27,5000.0,30076.492167758945
5532,28,non,master,Hauts-de-France,non,3194,marié,0.97,1185.33,15675.56939855582
5533,58,oui,bac,Bretagne,oui,3272,célibataire,0.76,5175.89104031576,18739.434573768805
5534,71,oui,aucun,Normandie,non,4039,célibataire,0.14,5175.89104031576,26722.51063891717
5535,52,non,aucun,Occitanie,non,1697,célibataire,0.19,5000.0,500.0
5536,38,non,bac,Hauts-de-France,non,2053,marié,0.47,5000.0,4420.722427663023
5537,36,non,master,Auvergne-Rhône-Alpes,non,5365,célibataire,0.64,800.84,5560.780587478581
5538,44,oui,master,Auvergne-Rhône-Alpes,non,1289,célibataire,0.78,1223.33,500.0
5539,59,non,bac,Occitanie,oui,4091,divorcé,0.94,616.36,3655.505647536224
5540,18,non,master,Occitanie,non,1717,marié,0.34,1064.48,17197.43570202067
5541,56,non,bac,Occitanie,non,4110,célibataire,0.65,5000.0,15879.021218319647
5542,22,non,bac+2,Île-de-France,oui,3591,divorcé,0.88,5175.89104031576,12081.86465764577
5543,70,oui,master,Occitanie,oui,2887,marié,0.61,5000.0,500.0
5544,66,oui,master,Corse,non,2610,divorcé,0.2,5175.89104031576,11107.077914430149
5545,56,non,doctorat,Auvergne-Rhône-Alpes,non,2623,divorcé,0.63,990.79,35380.09618294562
5546,69,oui,master,Normandie,non,3359,marié,0.18,906.02,28205.740727397675
5547,57,oui,bac+2,Occitanie,oui,4408,marié,0.54,10000.0,500.0
5548,22,oui,bac,Corse,oui,3148,veuf,0.52,5175.89104031576,500.0
5549,70,non,aucun,Normandie,non,4204,célibataire,0.22,5000.0,18213.101271004227
5550,24,non,doctorat,Provence-Alpes-Côte d’Azur,oui,2487,célibataire,0.04,10000.0,500.0
5551,50,oui,bac+2,Île-de-France,oui,1732,marié,0.89,10000.0,17723.20021809159
5552,31,non,aucun,Île-de-France,oui,2622,marié,0.46,665.71,6984.706974534388
5553,41,oui,aucun,Occitanie,oui,3134,veuf,0.23,894.34,500.0
5554,37,non,doctorat,Île-de-France,non,2737,divorcé,0.13,10000.0,1440.069571905364
5555,44,oui,master,Corse,non,1216,marié,0.72,10000.0,500.0
5556,56,non,doctorat,Provence-Alpes-Côte d’Azur,non,2130,célibataire,0.59,5175.89104031576,730.8434637470251
5557,38,non,doctorat,Bretagne,oui,2948,veuf,0.91,929.27,17211.450771728832
5558,49,oui,bac,Occitanie,non,1530,célibataire,0.58,559.35,500.0
5559,34,oui,bac,Île-de-France,non,1828,divorcé,0.54,5000.0,500.0
5560,72,non,bac+2,Auvergne-Rhône-Alpes,oui,2302,veuf,0.46,5175.89104031576,500.0
5561,29,non,bac,Normandie,non,1590,divorcé,0.34,5000.0,500.0
5562,52,oui,master,Auvergne-Rhône-Alpes,non,4509,marié,0.54,1086.9,42103.45185172952
5563,34,non,master,Bretagne,non,4143,marié,0.68,5000.0,2173.539199674299
5564,72,non,bac+2,Hauts-de-France,oui,3151,veuf,0.38,5000.0,500.0
5565,19,non,doctorat,Occitanie,oui,4733,marié,0.88,1231.54,20610.18863484644
5566,28,oui,master,Île-de-France,non,2820,marié,0.21,5175.89104031576,14502.031079825532
5567,51,oui,aucun,Normandie,non,4181,marié,0.1,5175.89104031576,500.0
5568,58,non,bac+2,Normandie,non,3134,divorcé,0.94,228.39,500.0
5569,31,oui,doctorat,Hauts-de-France,oui,2756,célibataire,0.39,303.96,17849.679144678932
5570,42,oui,master,Occitanie,non,3907,célibataire,0.66,5000.0,43038.733675838776
5571,25,oui,bac,Hauts-de-France,non,4420,veuf,0.05,10000.0,22830.529170100373
5572,67,oui,bac+2,Auvergne-Rhône-Alpes,non,4080,marié,0.28,10000.0,31894.085926088992
5573,62,non,bac+2,Normandie,non,2968,célibataire,0.4,5175.89104031576,12664.435501178286
5574,46,oui,aucun,Île-de-France,oui,2071,célibataire,0.73,5000.0,500.0
5575,61,non,bac+2,Auvergne-Rhône-Alpes,oui,1557,divorcé,0.1,5175.89104031576,10755.931244427064
5576,66,non,bac,Île-de-France,non,500,veuf,0.42,5175.89104031576,15548.138019379172
5577,56,non,master,Île-de-France,non,2566,marié,0.48,5000.0,20237.30157615237
5578,64,oui,bac,Normandie,non,3279,marié,0.3,5175.89104031576,21833.999417828752
5579,34,oui,master,Occitanie,non,5338,marié,0.27,10000.0,39111.97185442146
5580,27,oui,aucun,Corse,non,3994,divorcé,0.61,5175.89104031576,500.0
5581,25,oui,doctorat,Île-de-France,non,2037,marié,0.39,5175.89104031576,36363.72059684359
5582,44,non,doctorat,Provence-Alpes-Côte d’Azur,oui,798,marié,0.2,857.37,11785.02158142409
5583,62,oui,master,Île-de-France,oui,3056,marié,0.92,5175.89104031576,2778.895441146856
5584,18,non,doctorat,Occitanie,oui,4376,divorcé,0.16,5175.89104031576,17399.931684188447
5585,62,oui,aucun,Normandie,non,4407,marié,0.65,5175.89104031576,8503.44658404202
5586,34,oui,bac,Bretagne,oui,3900,marié,0.46,5175.89104031576,20600.912025801503
5587,47,oui,master,Provence-Alpes-Côte d’Azur,oui,2512,divorcé,0.99,5000.0,500.0
5588,59,oui,doctorat,Occitanie,oui,3408,veuf,0.47,693.69,500.0
5589,51,oui,bac,Occitanie,oui,3725,divorcé,0.76,10000.0,13422.29100322649
5590,32,oui,bac+2,Corse,non,3714,marié,0.5,5000.0,15973.595824815971
5591,44,oui,bac+2,Hauts-de-France,non,1543,marié,0.07,5000.0,500.0
5592,52,oui,bac,Bretagne,oui,1870,célibataire,0.97,5000.0,500.0
5593,24,non,bac,Bretagne,non,1544,divorcé,0.71,961.13,500.0
5594,67,oui,doctorat,Corse,non,3890,marié,0.76,5175.89104031576,30264.14579652031
5595,22,non,doctorat,Corse,non,2264,divorcé,0.01,5175.89104031576,18388.659350015118
5596,43,oui,doctorat,Bretagne,non,3540,veuf,0.35,5000.0,19833.87940555405
5597,23,non,bac,Occitanie,oui,4340,veuf,0.74,5000.0,500.0
5598,56,oui,bac+2,Normandie,oui,1922,marié,0.23,494.82,6920.170149102289
5599,72,oui,master,Auvergne-Rhône-Alpes,non,3320,marié,0.89,10000.0,11431.23009848331
5600,31,non,aucun,Occitanie,non,1526,célibataire,0.49,10000.0,500.0
5601,46,non,bac+2,Hauts-de-France,oui,2173,veuf,0.89,5000.0,1182.464992217078
5602,66,non,bac,Normandie,non,3012,marié,0.06,10000.0,8383.41641013824
5603,64,non,doctorat,Occitanie,oui,3245,marié,0.41,5175.89104031576,20849.14794541604
5604,57,oui,bac,Île-de-France,oui,2221,marié,0.2,5175.89104031576,500.0
5605,26,non,bac+2,Occitanie,non,500,célibataire,0.14,5000.0,500.0
5606,27,oui,bac+2,Corse,oui,2231,divorcé,0.78,5000.0,595.4529022693162
5607,55,non,master,Île-de-France,oui,848,marié,0.43,10000.0,19311.85170122414
5608,33,non,master,Hauts-de-France,non,2900,marié,0.18,10000.0,29107.11122185828
5609,68,non,bac+2,Occitanie,non,1209,célibataire,0.53,10000.0,4421.836090337169
5610,56,oui,bac,Bretagne,non,2176,divorcé,0.03,5000.0,22156.6601666299
5611,49,non,master,Bretagne,non,4437,marié,0.13,10000.0,9076.631651004212
5612,22,non,bac,Bretagne,oui,1925,marié,0.27,5175.89104031576,500.0
5613,43,non,aucun,Corse,non,2770,marié,0.06,10000.0,500.0
5614,71,non,bac,Hauts-de-France,oui,3743,marié,0.95,5000.0,500.0
5615,33,non,doctorat,Occitanie,non,5393,célibataire,0.91,5000.0,8779.914737074032
5616,74,non,aucun,Provence-Alpes-Côte d’Azur,non,1339,veuf,0.73,5000.0,500.0
5617,27,non,bac+2,Bretagne,oui,5408,marié,0.53,1058.64,12003.974387865432
5618,23,oui,bac+2,Île-de-France,non,5316,veuf,0.29,10000.0,19556.521117359865
5619,21,non,aucun,Auvergne-Rhône-Alpes,non,3314,veuf,0.12,5175.89104031576,500.0
5620,42,oui,doctorat,Île-de-France,non,2277,marié,0.56,5175.89104031576,15115.590081648994
5621,36,non,bac+2,Hauts-de-France,non,1781,marié,0.93,5175.89104031576,2432.7924620553586
5622,39,non,aucun,Occitanie,oui,3635,célibataire,0.64,1453.44,500.0
5623,72,oui,doctorat,Auvergne-Rhône-Alpes,non,1163,marié,0.78,797.76,31218.020232801584
5624,70,non,bac+2,Provence-Alpes-Côte d’Azur,non,1609,veuf,0.05,5175.89104031576,500.0
5625,28,oui,bac,Hauts-de-France,oui,4957,divorcé,0.95,1223.69,9446.472980106704
5626,20,oui,master,Provence-Alpes-Côte d’Azur,non,500,marié,0.72,464.67,22361.333369471427
5627,72,non,bac+2,Hauts-de-France,non,5505,veuf,0.77,5175.89104031576,22506.54481869007
5628,57,non,aucun,Bretagne,oui,536,célibataire,0.46,5000.0,500.0
5629,27,oui,doctorat,Corse,non,5200,célibataire,0.77,5175.89104031576,27305.77273471144
5630,34,oui,master,Corse,oui,4483,célibataire,0.75,5000.0,24757.281249515778
5631,25,oui,aucun,Auvergne-Rhône-Alpes,oui,4324,marié,0.75,5000.0,11123.788700251043
5632,22,non,bac+2,Provence-Alpes-Côte d’Azur,oui,3111,divorcé,0.31,488.9,500.0
5633,37,oui,doctorat,Auvergne-Rhône-Alpes,non,3074,célibataire,0.57,5000.0,33156.131553929656
5634,38,oui,bac+2,Auvergne-Rhône-Alpes,non,658,marié,0.41,10000.0,500.0
5635,47,non,doctorat,Hauts-de-France,non,2904,marié,0.07,765.92,26267.050324186486
5636,52,oui,aucun,Bretagne,oui,1389,divorcé,0.89,5175.89104031576,500.0
5637,56,non,doctorat,Hauts-de-France,oui,1185,divorcé,0.07,1047.29,500.0
5638,48,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,500,célibataire,0.74,10000.0,500.0
5639,67,non,master,Hauts-de-France,oui,1706,marié,0.86,5000.0,8530.171542970327
5640,40,non,bac+2,Provence-Alpes-Côte d’Azur,non,500,marié,0.87,940.7,500.0
5641,20,non,bac+2,Occitanie,oui,1945,divorcé,0.3,5175.89104031576,500.0
5642,24,non,aucun,Corse,oui,4001,veuf,0.65,5175.89104031576,936.1984497142817
5643,72,oui,aucun,Normandie,non,2539,marié,0.01,5000.0,853.7959272966966
5644,22,non,master,Occitanie,non,1244,marié,0.52,671.13,16612.42167072627
5645,48,oui,bac+2,Normandie,non,3200,célibataire,0.42,5175.89104031576,500.0
5646,58,oui,doctorat,Bretagne,oui,1861,marié,0.28,10000.0,6011.798991135412
5647,30,oui,master,Hauts-de-France,oui,2560,divorcé,0.11,10000.0,20292.408867132155
5648,67,non,doctorat,Auvergne-Rhône-Alpes,non,2440,célibataire,0.68,860.06,31792.38150694156
5649,51,non,master,Île-de-France,oui,1119,célibataire,0.1,10000.0,14916.0339311424
5650,32,non,aucun,Corse,oui,2891,veuf,0.66,10000.0,500.0
5651,45,oui,master,Provence-Alpes-Côte d’Azur,oui,1192,marié,0.56,5175.89104031576,10733.234559213986
5652,73,oui,master,Provence-Alpes-Côte d’Azur,oui,500,veuf,0.23,5000.0,15819.26553529323
5653,51,non,bac,Hauts-de-France,non,2247,célibataire,0.92,5000.0,500.0
5654,72,non,aucun,Normandie,oui,1185,veuf,0.68,5000.0,500.0
5655,34,oui,doctorat,Hauts-de-France,non,500,marié,0.51,5175.89104031576,500.0
5656,48,oui,bac,Île-de-France,oui,1021,divorcé,0.44,661.7,500.0
5657,48,oui,aucun,Auvergne-Rhône-Alpes,oui,1309,divorcé,0.92,5175.89104031576,500.0
5658,48,non,master,Provence-Alpes-Côte d’Azur,non,2708,marié,0.48,10000.0,10671.75694925496
5659,37,non,doctorat,Hauts-de-France,oui,3085,divorcé,0.29,5175.89104031576,14821.298061499252
5660,49,non,bac+2,Hauts-de-France,oui,963,veuf,0.98,10000.0,500.0
5661,53,oui,bac+2,Île-de-France,non,3573,marié,0.87,888.67,35923.21824329299
5662,21,non,master,Occitanie,oui,2276,célibataire,0.03,5175.89104031576,500.0
5663,73,non,bac+2,Île-de-France,oui,3857,marié,0.55,5175.89104031576,18172.210413180703
5664,26,non,bac+2,Île-de-France,oui,1035,marié,0.72,5000.0,1352.1952582900844
5665,54,non,doctorat,Hauts-de-France,oui,1385,marié,0.82,1398.79,11579.698833698158
5666,35,oui,bac,Auvergne-Rhône-Alpes,non,746,célibataire,0.4,5175.89104031576,500.0
5667,34,oui,doctorat,Occitanie,oui,3073,marié,0.88,5175.89104031576,500.0
5668,54,non,aucun,Corse,non,2101,célibataire,0.34,10000.0,500.0
5669,21,oui,doctorat,Normandie,non,2778,divorcé,0.25,5175.89104031576,500.0
5670,71,non,bac+2,Corse,oui,2637,marié,0.12,814.03,500.0
5671,25,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,3226,marié,0.63,10000.0,14206.009367066032
5672,64,non,doctorat,Auvergne-Rhône-Alpes,non,1484,marié,0.85,736.29,18913.535511262864
5673,40,non,doctorat,Occitanie,non,3622,veuf,0.38,5175.89104031576,24007.860170588843
5674,36,oui,bac+2,Île-de-France,oui,2912,marié,0.49,5000.0,20294.65511964112
5675,18,oui,bac+2,Bretagne,non,2199,marié,0.13,5000.0,17543.403390661868
5676,63,non,doctorat,Auvergne-Rhône-Alpes,non,2077,marié,0.02,5000.0,8851.47513253766
5677,31,non,bac+2,Île-de-France,oui,3258,marié,0.33,915.26,12229.796649872353
5678,50,non,doctorat,Occitanie,non,644,veuf,0.73,5175.89104031576,16283.7215593546
5679,26,non,aucun,Île-de-France,non,2983,célibataire,0.84,973.25,3815.353995880664
5680,50,oui,aucun,Normandie,non,979,divorcé,0.61,5000.0,500.0
5681,54,oui,master,Hauts-de-France,oui,2724,veuf,0.41,1090.67,500.0
5682,34,oui,bac,Auvergne-Rhône-Alpes,oui,1671,divorcé,0.34,5175.89104031576,8230.338986540903
5683,59,oui,doctorat,Bretagne,non,2320,marié,0.64,5175.89104031576,36167.76622830452
5684,19,oui,bac,Île-de-France,oui,2972,marié,0.68,10000.0,24836.587172466585
5685,22,oui,doctorat,Hauts-de-France,oui,2253,marié,0.88,10000.0,500.0
5686,31,non,doctorat,Occitanie,non,1100,marié,0.77,786.26,24151.30009138787
5687,69,oui,master,Normandie,oui,2781,célibataire,0.87,10000.0,12849.66453351526
5688,18,oui,bac+2,Corse,oui,2691,marié,0.77,5000.0,5178.461905660711
5689,70,non,aucun,Bretagne,non,2316,divorcé,0.46,5000.0,10625.22505171767
5690,19,oui,bac,Normandie,oui,2421,divorcé,0.61,10000.0,10377.238066160244
5691,69,non,aucun,Occitanie,oui,3099,marié,0.5,5175.89104031576,500.0
5692,36,oui,master,Normandie,non,1436,célibataire,0.14,5175.89104031576,500.0
5693,71,oui,bac,Provence-Alpes-Côte d’Azur,oui,1521,célibataire,0.55,5000.0,8958.751400020752
5694,62,non,master,Corse,non,3344,veuf,0.54,10000.0,8082.296416917527
5695,20,oui,bac+2,Bretagne,non,1885,marié,0.67,5175.89104031576,27756.833338880904
5696,22,non,bac,Corse,oui,3343,marié,0.49,5000.0,500.0
5697,61,oui,bac+2,Occitanie,non,987,veuf,0.4,780.33,18145.549807858868
5698,74,non,doctorat,Île-de-France,non,1774,marié,0.81,1039.09,500.0
5699,54,oui,bac,Occitanie,non,2309,marié,0.43,5000.0,25164.516564663525
5700,61,oui,bac,Occitanie,non,1464,veuf,0.49,10000.0,10131.66846365795
5701,39,oui,bac,Corse,non,1518,veuf,0.08,10000.0,3912.560356258768
5702,43,oui,bac+2,Normandie,oui,1519,marié,1.0,10000.0,500.0
5703,19,oui,bac+2,Auvergne-Rhône-Alpes,non,2960,marié,0.88,710.32,24170.919318010536
5704,39,non,bac,Île-de-France,non,1624,célibataire,0.06,5175.89104031576,4882.286063224627
5705,27,non,bac+2,Auvergne-Rhône-Alpes,oui,3477,veuf,0.89,744.4,14517.806161457043
5706,23,non,aucun,Corse,non,1977,divorcé,0.19,5175.89104031576,500.0
5707,35,oui,bac,Occitanie,oui,1864,veuf,0.28,5000.0,500.0
5708,29,oui,master,Provence-Alpes-Côte d’Azur,oui,4479,marié,0.87,5175.89104031576,11704.36628697587
5709,21,non,bac,Hauts-de-France,non,2395,marié,0.32,5175.89104031576,13531.803584188276
5710,48,oui,bac,Bretagne,oui,2173,marié,0.83,5000.0,4137.958771077626
5711,35,non,doctorat,Normandie,non,3066,marié,0.82,5000.0,21484.31832814409
5712,71,oui,doctorat,Corse,non,1579,divorcé,0.81,5000.0,17478.508978244045
5713,65,non,doctorat,Île-de-France,oui,5270,marié,0.51,5175.89104031576,37943.8602929614
5714,59,oui,master,Auvergne-Rhône-Alpes,oui,2835,célibataire,0.34,501.35,500.0
5715,49,non,bac,Normandie,oui,2952,marié,0.38,5175.89104031576,500.0
5716,41,non,aucun,Occitanie,non,3315,marié,0.88,5175.89104031576,500.0
5717,33,non,master,Provence-Alpes-Côte d’Azur,oui,500,divorcé,0.4,5175.89104031576,500.0
5718,32,oui,bac+2,Hauts-de-France,oui,4392,divorcé,0.98,5175.89104031576,500.0
5719,41,oui,master,Bretagne,non,500,marié,0.8,5000.0,17729.107635313183
5720,19,oui,aucun,Normandie,non,2428,marié,0.89,557.05,9634.552592096086
5721,57,oui,aucun,Provence-Alpes-Côte d’Azur,oui,2762,veuf,0.55,5000.0,7230.425395693608
5722,41,oui,master,Bretagne,non,2236,divorcé,0.21,5000.0,23789.25327939984
5723,24,non,aucun,Hauts-de-France,non,3883,marié,0.09,5000.0,3147.811151843219
5724,21,oui,doctorat,Provence-Alpes-Côte d’Azur,non,500,veuf,0.13,5000.0,500.0
5725,75,non,bac,Bretagne,non,2010,veuf,0.59,452.14,500.0
5726,67,oui,bac,Auvergne-Rhône-Alpes,oui,1500,marié,0.93,5175.89104031576,500.0
5727,70,non,master,Hauts-de-France,oui,1348,marié,0.78,5000.0,500.0
5728,35,non,bac,Provence-Alpes-Côte d’Azur,non,3006,marié,0.43,5175.89104031576,500.0
5729,33,oui,master,Auvergne-Rhône-Alpes,non,4181,marié,0.23,5175.89104031576,45953.10735215207
5730,27,non,doctorat,Occitanie,non,2332,marié,0.44,1129.88,5641.9426226197775
5731,63,non,master,Île-de-France,non,1142,célibataire,0.26,5000.0,21770.35822862159
5732,37,non,bac+2,Auvergne-Rhône-Alpes,non,3498,marié,0.08,5175.89104031576,500.0
